0,0,R,1,0,200
0,1,R,3,1,283
0,2,R,8,1,228
0,3,H,3,0,119
0,4,R,2,1,125
0,5,H,7,0,184
0,6,R,8,0,51
0,7,R,3,1,245
0,8,R,8,1,243
0,9,R,9,2,251
0,10,R,4,1,256
0,11,H,9,0,8
0,12,H,8,0,128
0,13,R,5,0,73
0,14,H,9,0,79
0,15,R,5,0,120
0,16,H,6,0,36
0,17,H,0,0,139
0,18,H,8,1,144
0,19,H,4,1,152
1,0,N,1,0,167
1,1,P,7,0,9
1,2,P,3,1,211
1,3,P,6,1,200
1,4,P,1,2,213
1,5,P,3,1,236
1,6,N,7,0,71
1,7,N,5,0,148
1,8,P,2,0,7
1,9,N,4,0,156
1,10,P,0,0,57
1,11,P,5,1,239
1,12,N,1,0,56
1,13,P,0,0,153
1,14,P,2,2,219
1,15,N,5,0,124
1,16,N,6,1,195
1,17,N,1,1,213
1,18,N,0,1,203
1,19,P,5,0,164
2,0,H,3,1,156
2,1,P,6,1,204
2,2,R,1,1,212
2,3,P,0,1,240
2,4,R,7,2,265
2,5,P,6,1,228
2,6,H,4,0,56
2,7,P,3,1,239
2,8,H,6,0,88
2,9,N,6,1,197
2,10,R,9,0,144
2,11,P,2,2,227
2,12,R,5,1,221
2,13,N,4,0,72
2,14,H,1,1,144
2,15,N,6,0,147
2,16,H,9,1,164
2,17,P,7,1,157
2,18,R,5,1,223
2,19,N,6,0,72
2,20,R,9,0,141
2,21,N,7,0,16
2,22,R,1,1,219
2,23,N,6,0,72
2,24,R,0,1,144
2,25,N,3,1,225
2,26,H,5,0,212
2,27,N,4,1,182
2,28,R,9,0,36
2,29,P,2,2,244
2,30,R,3,1,205
2,31,N,7,0,123
2,32,H,9,1,172
2,33,N,1,1,157
2,34,H,0,0,176
2,35,N,0,1,167
2,36,R,6,0,60
2,37,N,6,0,112
2,38,H,7,1,160
2,39,N,4,0,177
3,0,H,9,0,144
3,1,P,3,0,23
3,2,R,6,1,213
3,3,P,0,1,218
3,4,R,7,2,228
3,5,N,2,0,128
3,6,R,2,0,83
3,7,N,0,0,79
3,8,R,3,0,148
3,9,P,6,2,249
3,10,R,8,1,234
3,11,N,7,0,88
3,12,R,5,0,132
3,13,P,6,1,225
3,14,H,3,0,51
3,15,P,4,1,216
3,16,R,7,1,252
3,17,N,7,0,108
3,18,H,9,1,203
3,19,N,2,1,245
3,20,R,0,0,135
3,21,P,6,1,221
3,22,H,6,0,59
