0,0,R,1,0,4851
0,1,H,0,0,1656
0,2,H,2,0,1272
0,3,H,0,1,5359
0,4,H,1,0,1037
0,5,H,2,0,908
0,6,R,0,0,702
0,7,R,1,0,705
0,8,H,2,0,631
0,9,H,1,0,911
0,10,R,2,0,951
0,11,R,1,0,749
0,12,R,2,0,627
0,13,H,1,0,817
0,14,H,0,0,1466
0,15,R,1,0,567
0,16,R,0,0,687
0,17,H,2,0,624
0,18,R,1,0,677
0,19,H,2,0,498
1,0,N,0,0,1177
1,1,N,2,0,836
1,2,P,1,0,726
1,3,P,2,0,965
1,4,P,0,0,775
1,5,P,1,0,840
1,6,N,0,0,754
1,7,N,1,0,862
1,8,P,2,0,816
1,9,P,1,0,994
1,10,N,0,0,773
1,11,P,1,0,748
1,12,P,2,0,814
1,13,N,1,0,842
1,14,P,2,0,706
1,15,N,1,0,755
1,16,N,2,0,849
1,17,P,0,0,751
1,18,N,2,0,837
1,19,N,0,0,678
2,0,H,2,0,1179
2,1,P,1,1,6610
2,2,R,0,0,2177
2,3,N,2,0,925
2,4,R,1,0,701
2,5,P,1,0,1154
2,6,R,2,0,1086
2,7,N,2,0,1823
2,8,R,1,0,2075
2,9,N,1,0,754
2,10,H,0,0,1066
2,11,N,2,0,1120
2,12,H,1,0,570
2,13,P,0,0,872
2,14,R,2,0,1413
2,15,N,2,1,1253
2,16,H,1,0,1151
2,17,P,0,1,3923
2,18,R,0,1,485
2,19,P,2,0,881
2,20,H,1,0,645
2,21,N,0,0,920
2,22,R,0,0,604
2,23,N,2,0,1076
2,24,H,1,0,959
2,25,N,0,0,913
2,26,R,0,0,999
2,27,N,2,0,1149
2,28,H,1,0,1050
2,29,P,0,0,845
2,30,H,2,0,904
2,31,N,2,0,1984
2,32,H,1,0,956
2,33,N,1,0,1019
2,34,H,0,0,1401
2,35,N,2,0,681
2,36,R,1,0,747
2,37,P,0,0,743
2,38,H,2,0,812
2,39,P,1,0,1368
3,0,R,1,0,926
3,1,P,1,0,1016
3,2,H,0,0,838
3,3,P,2,0,717
3,4,R,2,0,661
3,5,P,0,0,1010
3,6,R,0,0,630
3,7,P,2,0,1027
3,8,H,2,0,922
3,9,N,0,0,740
3,10,H,1,0,1023
3,11,N,1,0,1413
3,12,H,0,1,1088
3,13,P,2,0,730
3,14,R,2,0,1218
3,15,P,0,1,3184
3,16,R,0,0,695
3,17,N,1,0,642
3,18,R,2,0,590
3,19,N,2,0,974
3,20,R,0,0,635
3,21,N,0,0,975
3,22,H,2,0,1240
3,23,P,1,0,769
3,24,R,0,0,659
3,25,N,0,0,699
3,26,H,1,0,600
3,27,P,1,0,1239
3,28,H,0,1,1237
3,29,N,2,0,1543
3,30,R,1,0,676
3,31,N,1,0,831
3,32,H,0,0,930
3,33,P,0,0,1273
3,34,H,1,0,728
3,35,P,1,0,1413
3,36,R,2,0,675
3,37,N,2,0,912
3,38,R,0,0,677
3,39,N,1,0,999
4,0,R,0,0,1505
4,1,H,2,0,920
4,2,R,0,0,881
4,3,R,2,0,887
4,4,R,0,0,647
4,5,H,1,0,685
4,6,H,2,0,1040
4,7,R,1,0,809
4,8,R,2,0,1949
4,9,H,0,0,689
4,10,R,2,0,676
4,11,H,0,0,495
4,12,H,2,0,656
4,13,R,0,0,770
4,14,R,1,0,230
4,15,H,0,0,1299
4,16,H,1,0,2282
4,17,R,2,0,771
4,18,R,0,0,1219
4,19,H,2,0,678
5,0,H,0,0,2274
5,1,N,1,0,1360
5,2,R,1,1,3489
5,3,N,2,0,1203
5,4,H,2,0,1218
5,5,P,1,0,856
5,6,R,1,0,1117
5,7,P,0,0,957
5,8,R,0,0,1447
5,9,N,1,0,821
5,10,R,1,1,943
5,11,P,0,0,2890
5,12,R,0,1,1714
5,13,P,2,0,1673
5,14,R,1,0,1169
5,15,P,0,0,1359
5,16,R,0,0,998
5,17,P,2,0,902
5,18,R,2,0,1088
5,19,P,0,0,921
5,20,R,0,0,1206
5,21,N,2,0,3437
5,22,R,2,0,1057
5,23,P,1,0,1100
5,24,R,1,1,1338
5,25,P,0,0,3178
5,26,H,2,0,1405
5,27,P,1,0,1618
5,28,R,0,0,1058
5,29,N,2,0,1532
5,30,R,2,0,900
5,31,N,0,0,757
5,32,H,0,0,1025
5,33,N,2,0,1426
5,34,H,1,0,1775
5,35,P,0,0,761
5,36,H,0,0,1262
5,37,N,1,0,684
5,38,H,2,0,887
5,39,N,0,0,1137
6,0,H,1,0,911
6,1,N,1,0,764
6,2,H,2,0,726
6,3,P,0,0,767
6,4,H,1,0,747
6,5,N,2,1,2178
6,6,R,0,0,831
6,7,P,1,1,1663
6,8,H,2,1,1980
6,9,N,0,0,930
6,10,R,0,0,975
6,11,N,2,0,1355
6,12,H,2,0,715
6,13,P,0,0,812
6,14,R,0,0,989
6,15,N,2,0,660
6,16,H,1,0,657
6,17,N,0,1,1283
6,18,R,0,0,2269
6,19,P,1,0,905
6,20,H,1,0,1003
6,21,N,0,0,2067
6,22,R,2,0,1116
6,23,P,1,0,1404
6,24,R,0,1,1091
6,25,P,0,0,1036
6,26,H,2,0,692
6,27,N,1,0,819
6,28,R,1,0,1256
6,29,P,0,0,954
6,30,R,0,0,854
6,31,P,2,0,673
6,32,R,2,1,1273
6,33,N,0,0,1133
6,34,R,1,0,1058
6,35,N,2,0,911
6,36,H,2,0,736
6,37,N,1,0,1478
6,38,R,1,1,1079
6,39,P,2,1,1355
